Name,"Discharge (L/s)",Temperature,"Air Temperature","Delta T",Precip,Source,State,"Log Discharge",Latitude,Longitude,"Approx Heat Flow (W)","Corrected Heat Flow","Log approx heat flow","Crustal Heat Flow (mW/m2)","Heat Flow Area (m2)","Heat Flow Area (km2)","Precip Area (m2)",hfa/pa
Manley,23.6666666666667,59,0,59,384,"Motyka et al 1983",Alaska,1.37413709399941,65.01,-150.63,4852045.33333333,5842258.66666667,6.68592484988714,98.9,59072382.8783283,59.0723828783283,1943625,30.3928910557995
Ophir,4.5,61,0,61,493,"Motyka et al 1983",Alaska,0.65321251377534,61.19,-159.86,960228,1148508,5.9823743657325,75.7,15171836.1955086,15.1718361955086,287853.955375254,52.7067143327254
"Big Windy",15,61,0,61,227,"Motyka et al 1983",Alaska,1.17609125905568,65.23,-144.5,3200760,3828360,6.50525311101284,85.4,44828571.4285714,44.8285714285714,2083876.65198238,21.5121040805972
Tolovana,8,62,0,62,295,"Motyka et al 1983",Alaska,0.90308998699194,65.27,-148.85,1740544,2075264,6.24068500648596,98.7,21025977.710233,21.025977710233,855213.559322034,24.5856458670993
"Emmons Lake",10,65,2.7,62.3,945,"Motyka et al 1983",Alaska,1,55.33,-162.14,2301200,2606632,6.36195436535346,75,34755093.3333333,34.7550933333333,333714.285714286,104.146255707763
Chena,14.1666666666667,63,0,63,294,"Motyka et al 1983",Alaska,1.15126767533065,65.05,-146.06,3141486.66666667,3734220,6.49713522079066,70.2,53194017.0940171,53.1940170940171,1519591.83673469,35.0054638410803
"Mother Goose",126.666666666667,66,1.6,64.4,594,"Motyka et al 1983",Alaska,2.10266234189715,57.18,-157.02,29678506.6666667,34130282.6666667,7.47244204476257,80.7,422927914.085089,422.927914085089,6724848.48484849,62.8903260851114
"Clear Creek",14.6666666666667,65,0,65,430,"Motyka et al 1983",Alaska,1.16633142176653,64.85,-162.3,3375093.33333333,3988746.66666667,6.52828578711999,65.9,60527263.5306019,60.5272635306019,1075646.51162791,56.270589711669
Kanuti,1.5,66,0,66,338,"Motyka et al 1983",Alaska,0.17609125905568,66.34,-150.85,351456,414216,5.5458709619211,95.8,4323757.82881002,4.32375782881002,139952.662721893,30.8944306218879
Goddard,1.66666666666667,66,0,66,,"Motyka et al 1983",Alaska,0.22184874961636,56.84,-135.37,390506.666666667,460240,5.59162845248177,86.3,5333024.33371958,5.33302433371958,#DIV/0!,#DIV/0!
South,22.5,67,0,67,308,"Motyka et al 1983",Alaska,1.35218251811136,66.16,-157.14,5365980,6307380,6.72964904964307,82.6,76360532.6876513,76.3605326876513,2303766.23376623,33.1459553354144
"Bell Island",1.66666666666667,74,6.1,67.9,3024,"Motyka et al 1983",Alaska,0.22184874961636,55.93,-131.56,446293.333333333,473489.333333333,5.64962039945946,66.3,7141618.90397185,7.14161890397185,17380.9523809524,410.887662968243
"Upper Division",13.6666666666667,68,0,68,309,"Motyka et al 1983",Alaska,1.13566260200007,66.34,-156.77,3316517.33333333,3888330.66666667,6.52068227142223,74.8,51983030.3030303,51.9830303030303,1394796.11650485,37.2692680226927
"Port Moller",5,71,2.5,68.5,801,"Motyka et al 1983",Alaska,0.69897000433602,55.86,-160.49,1276120,1433020,6.105891515206,78.1,18348527.5288092,18.3485275288092,196853.93258427,93.2088441817363
"Tenakee Inlet",1.5,80,5.2,74.8,2275,"Motyka et al 1983",Alaska,0.17609125905568,57.99,-135.94,439320,469444.8,5.64278097492916,79.7,5890148.05520703,5.89014805520703,20792.967032967,283.275977202689
Serpentine,8.66666666666667,75,0,75,367,"Motyka et al 1983",Alaska,0.93785209325116,65.86,-164.71,2356986.66666667,2719600,6.37235712575323,57.6,47215277.7777778,47.2152777777778,744719.346049046,63.4000956578725
"Partov Cove",3.33333333333333,84,4.8,79.2,958,"Motyka et al 1983",Alaska,0.52287874528034,53.23,-168.31,1032053.33333333,1104576,6.01370214087053,,,,109728.60125261,0
"Hot Springs Bay",10,84,4.4,79.6,931,"Motyka et al 1983",Alaska,1,54.15,-165.86,3096160,3330464,6.49082339559019,64.3,51795707.6205288,51.7957076205288,338732.545649839,152.910336741224
Pilgrim,4.25,81,0,81,411,"Motyka et al 1983",Alaska,0.62838893005031,65.01,-164.92,1262522,1440342,6.1012389546286,55.7,25858922.8007181,25.8589228007181,326102.189781022,79.2969922038317
"Bailey Bay",5,91,5.9,85.1,2946,"Motyka et al 1983",Alaska,0.69897000433602,55.98,-131.66,1694520,1780292,6.22904669907389,66.3,26852066.3650075,26.8520663650075,53523.4215885947,501.688150122477
"Hot Springs Cove",3,94,4.8,89.2,958,"Motyka et al 1983",Alaska,0.47712125471966,53.24,-168.36,1054368,1119638.4,6.02299221664076,,,,98755.7411273487,0
Kliuchef,7.83333333333333,94,4.1,89.9,1320,"Motyka et al 1983",Alaska,0.89394660755207,52.32,-174.19,2753072,2946442.53333333,6.43981756947317,,,,187145.454545455,0
"Glacier Valley",6.66666666666667,97,3.6,93.4,945,"Motyka et al 1983",Alaska,0.82390874094432,53.85,-166.88,2426720,2605237.33333333,6.38501966942215,55.6,46856786.5707434,46.8567865707434,222476.19047619,210.614836897605
"Geyser Bight",17.5,102,4.7,97.3,960,"Motyka et al 1983",Alaska,1.24303804868629,53.21,-168.46,6736240,7124306,6.82841755189107,,,,574875,0
"Phillips Soda Springs",0.63333333333333,24,14,10,807,"Youngs 1994",California,-0.19836765376683,38.5217,-122.2608,37098.1333333333,26498.6666666667,4.56935205777062,81.7,324341.085271318,0.32434108527132,24749.4423791822,13.1049855710743
"Vallecitos Spring",0.31666666666667,26,15.9,10.1,435,"Youngs 1994",California,-0.49939764943081,32.9703,-116.423,21198.9333333333,13381.8266666667,4.32631400908433,91.9,145612.912586144,0.14561291258614,22957.2413793103,6.34278788902636
"Napa Vichy Springs",0.06666666666667,24,13.9,10.1,919,"Youngs 1994",California,-1.17609125905568,38.3388,-122.2592,3905.06666666667,2817.22666666667,3.59162845248177,81.7,34482.5785393717,0.03448257853937,2287.70402611534,15.0730068862645
"Spiers Spring",0.25,24.2,13.9,10.3,1130,"Youngs 1994",California,-0.60205999132796,38.8375,-122.6517,14853.2,10773.8,4.17182002891431,81.7,131870.257037944,0.13187025703794,6976.99115044248,18.9007344562248
"Red Eye Spring",0.13333333333333,24,13.6,10.4,900,"Youngs 1994",California,-0.8750612633917,39.351,-122.6705,7810.13333333333,5801.81333333333,3.89265844814576,88.3,65705.7002642507,0.06570570026425,4672,14.0637200908071
"Bogus Soda Springs",1.88333333333333,21,10.2,10.8,530,"Youngs 1994",California,0.27492719309978,41.9187,-122.3707,86678.5333333333,85102.56,4.93791155411722,66.4,1281665.06024096,1.28166506024096,112061.886792453,11.4371183363591
"Wentworth Springs",0.1,24,13.1,10.9,1299,"Youngs 1994",California,-1,39.013,-120.338,5857.6,4560.56,3.76771971153746,65,70162.4615384615,0.07016246153846,2427.71362586605,28.900633415291
"Sargent Estate Warm Sp.",0.05,25,13.8,11.2,399,"Youngs 1994",California,-1.30102999566398,36.9405,-121.564,3138,2343.04,3.49665293925092,76.7,30548.109517601,0.0305481095176,3951.87969924812,7.7300201024371
"England Springs",0.5,24,12.7,11.3,1221,"Youngs 1994",California,-0.30102999566398,38.8967,-122.8817,29288,23639.6,4.46668971587347,81.7,289346.389228886,0.28934638922889,12914.0049140049,22.4056279330587
"Saratoga Spring",7.91666666666667,28,16.7,11.3,128,"Youngs 1994",California,0.89854235924122,35.6818,-116.4217,596220,374293.666666667,5.77540654020375,72,5198523.14814815,5.19852314814815,1950468.75,2.6652686171712
"Napa Rock Soda Sps.",1.4,26,14,12,807,"Youngs 1994",California,0.14612803567824,38.5187,-122.2597,93721.6,70291.2,4.97183969419338,81.7,860357.405140759,0.86035740514076,54709.2936802974,15.7259826852892
"Warm Sulfur Springs",0.06666666666667,27,14.7,12.3,169,"Youngs 1994",California,-1.17609125905568,36.1225,-117.215,4741.86666666667,3430.88,3.67594933818181,64.7,53027.5115919629,0.05302751159196,12440.2366863905,4.26258060266445
"Carlsbad Spring",0.2,26,13.3,12.7,1151,"Youngs 1994",California,-0.69897000433602,38.918,-122.7978,13388.8,10627.36,4.12674165417912,81.7,130077.845777234,0.13007784577723,5479.75673327541,23.7378869370872
"Tuscan Springs",0.05,29,16.1,12.9,567,"Youngs 1994",California,-1.30102999566398,40.2408,-122.11,3974.8,2698.68,3.59931528114807,88.3,30562.6274065685,0.03056262740657,2780.95238095238,10.989985882499
"Salt Spring",0.33333333333333,24,11,13,1103,"Youngs 1994",California,-0.47712125471966,39.4303,-122.5363,19525.3333333333,18130.6666666667,4.29059845681779,88.3,205330.313325783,0.20533031332578,9530.37171350861,21.5448378613336
"Unnamed Spring",0.63333333333333,27,13.7,13.3,476,"Youngs 1994",California,-0.19836765376683,36.767,-120.8995,45047.7333333333,35243.2266666667,4.65367294347066,76.7,459494.480660582,0.45949448066058,41959.6638655462,10.9508618117859
"Warm Spring",0.35,21,6.7,14.3,374,"Youngs 1994",California,-0.45593195564972,41.1625,-120.4038,16108.4,20940.92,4.20705240536772,32.8,638442.682926829,0.63844268292683,29512.2994652406,21.6331053321949
"Tipton Springs",58.2666666666667,21,6.6,14.4,573,"Youngs 1994",California,1.76542017357872,40.58,-120.265,2681665.06666667,3510543.36,6.42840453459616,58.9,59601754.8387097,59.6017548387097,3206802.09424084,18.5860408865735
"Highland Springs",0.25,28,13.3,14.7,1151,"Youngs 1994",California,-0.60205999132796,38.9377,-122.9078,18828,15376.2,4.27480418963456,81.7,188203.182374541,0.18820318237454,6849.69591659427,27.4761368484395
"Unnamed Springs",0.18333333333333,32,17,15,360,"Youngs 1994",California,-0.73675856522542,34.122,-117.0787,16875.4666666667,11506,4.22725579145601,93.8,122665.245202559,0.12266524520256,16060,7.63793556678447
"Unnamed Spring",0.01666666666667,27,11.9,15.1,351,"Youngs 1994",California,-1.77815125038364,35.94,-117.9025,1185.46666666667,1052.97333333333,3.07388934685385,64.7,16274.703760948,0.01627470376095,1497.4358974359,10.8683809362495
"Sellicks Springs",65.65,22,6.6,15.4,573,"Youngs 1994",California,1.8172347304255,40.5667,-120.325,3296155.2,4230065.84,6.51800765233234,58.9,71817756.196944,71.817756196944,3613156.02094241,19.8767381703633
"White Sulphur Spring",0.31666666666667,29,13.4,15.6,862,"Youngs 1994",California,-0.49939764943081,37.3973,-121.797,25173.7333333333,20668.96,4.40094762738123,76.7,269477.966101695,0.26947796610169,11585.150812065,23.2606351417589
"Unnamed Spring",0.06666666666667,22,6,16,463,"Youngs 1994",California,-1.17609125905568,41.4667,-120.525,3347.2,4462.93333333333,3.52468166285116,32.8,136065.040650407,0.13606504065041,4540.82073434125,29.9648562695673
"Hog Hollow Spring",0.13333333333333,30,14,16,1085,"Youngs 1994",California,-0.8750612633917,39.0233,-122.5917,11157.3333333333,8925.86666666667,4.0475604081315,81.7,109251.733986128,0.10925173398613,3875.39170506912,28.1911461603284
"Coalinga Mineral Sps.",0.06666666666667,31,14.6,16.4,321,"Youngs 1994",California,-1.17609125905568,36.145,-120.5562,5857.6,4574.50666666667,3.76771971153746,73.7,62069.289914066,0.06206928991407,6549.53271028037,9.47690356850038
"Newman Spring",1,29.5,12.6,16.9,1049,"Youngs 1994",California,0,39.198,-122.7143,81588,70709.6,4.91162628722174,81.7,865478.580171358,0.86547858017136,30062.9170638704,28.7889088850759
"White Sulfur Springs",1.58333333333333,27,10.1,16.9,1635,"Youngs 1994",California,0.1995723549052,39.7283,-120.5475,112619.333333333,111956.866666667,5.0516129521427,58.9,1900795.69892473,1.90079569892473,30539.4495412844,62.2406666614983
"Meyers Warm Spring",0.25,24,7,17,1233,"Youngs 1994",California,-0.60205999132796,38.85,-120.025,14644,17782,4.16565972020949,65,273569.230769231,0.27356923076923,6394.16058394161,42.7842290129961
"Warm Springs",1.26666666666667,33,15.8,17.2,466,"Youngs 1994",California,0.10266234189715,34.6072,-118.5622,121893.866666667,91155.4133333333,5.08598185377396,77,1183836.53679654,1.18383653679654,85720.1716738197,13.8104779036286
"Pothole Spring",0.63333333333333,26,8.4,17.6,399,"Youngs 1994",California,-0.19836765376683,41.8252,-120.9153,42397.8666666667,46637.6533333333,4.62734400474831,72.3,645057.44582757,0.64505744582757,50057.1428571429,12.8864215776056
"SX Ranch Spring",0.31666666666667,26,8.2,17.8,450,"Youngs 1994",California,-0.49939764943081,41.485,-120.7635,21198.9333333333,23583.8133333333,4.32631400908433,72.3,326193.822037805,0.32619382203781,22192,14.6987122403481
"Mark West Springs",0.01666666666667,31,13.1,17.9,996,"Youngs 1994",California,-1.77815125038364,38.5488,-122.72,1464.4,1248.22666666667,3.16565972020949,81.7,15278.1721746226,0.01527817217462,527.710843373494,28.9517874541935
"Carneros Spring",3.15,32,14,18,526,"Youngs 1994",California,0.4983105537896,35.4388,-119.8463,289951.2,237232.8,5.46232491047102,73.7,3218898.23609227,3.21889823609227,188856.273764259,17.044168943576
"Little Hunter Canyon Sps.",9.46666666666667,27,8.8,18.2,399,"Youngs 1994",California,0.97619708532738,36.6978,-117.848,673345.066666667,720875.306666667,5.82823768256487,50.4,14303081.4814815,14.3030814814815,748222.556390977,19.1160789785219
"Big Soda Spring",8.33333333333333,32,13.3,18.7,1151,"Youngs 1994",California,0.92081875395238,39.008,-122.7872,767066.666666667,652006.666666667,5.8848331106338,81.7,7980497.75601795,7.98049775601795,228323.197219809,34.9526366711441
"Aetna Springs",0.66666666666667,33,13.9,19.1,887,"Youngs 1994",California,-0.17609125905568,38.6522,-122.4833,64154.6666666667,53276.2666666667,4.80722825282113,81.7,652096.287229702,0.6520962872297,23702.3675310034,27.5118629553247
"Sulphur Springs",0.13333333333333,29,9.8,19.2,1325,"Youngs 1994",California,-0.8750612633917,41.6595,-123.3182,10599.4666666667,10711.04,4.02528401342035,66.4,161310.843373494,0.16131084337349,3173.43396226415,50.831637050485
"Sulfur Spring",0.25,31,11.6,19.4,691,"Youngs 1994",California,-0.60205999132796,36.3313,-121.3662,21966,20292.4,4.34175097926517,75.3,269487.383798141,0.26948738379814,11409.5513748191,23.6194548711968
"Unnamed Spring",0.31666666666667,32,12.6,19.4,1049,"Youngs 1994",California,-0.49939764943081,39.2,-122.725,29148.5333333333,25703.7066666667,4.46461670725061,81.7,314610.852713178,0.31461085271318,9519.92373689228,33.0476232171878
"Santa Ysabel Springs",3.16666666666667,33,13.5,19.5,475,"Youngs 1994",California,0.50060235056919,35.5822,-120.6645,304734.666666667,258362,5.483921862446,73.7,3505590.23066486,3.50559023066486,210240,16.674230549205
"Unnamed Spring",6.33333333333333,27,7.4,19.6,450,"Youngs 1994",California,0.80163234623317,41.36,-120.7233,450477.333333333,519373.866666667,5.65367294347066,72.3,7183594.28307976,7.18359428307976,443840,16.1850988713946
"Unnamed Spring",0.31666666666667,38,18,20,362,"Youngs 1994",California,-0.49939764943081,34.341,-117.169,37098.1333333333,26498.6666666667,4.56935205777062,93.8,282501.776830135,0.28250177683014,27586.7403314917,10.2404913895407
"Yates Hot Springs",0.5,38,18,20,238,"Youngs 1994",California,-0.30102999566398,35.433,-118.4788,58576,41840,4.76771971153746,87.2,479816.513761468,0.47981651376147,66252.1008403361,7.2422837566736
"Unnamed Spring",0.5,28,7.8,20.2,1131,"Youngs 1994",California,-0.30102999566398,40.4425,-121.4125,37656,42258.4,4.57583418529854,87.9,480755.403868032,0.48075540386803,13941.6445623342,34.4834070126043
"Democrat Hot Springs",0.95,39,18.8,20.2,185,"Youngs 1994",California,-0.02227639471115,35.5288,-118.6668,115269.2,80290.96,5.06171327904702,87.2,920767.889908257,0.92076788990826,161941.621621622,5.68580134426245
"Keane Wonder Hot Spring",1.88333333333333,34,13.6,20.4,170,"Youngs 1994",California,0.27492719309978,36.6762,-116.9258,189116.8,160749.28,5.2767301106706,50.4,3189469.84126984,3.18946984126984,349369.411764706,9.12921891232393
"Newman Springs",1.56666666666667,33,12.6,20.4,1049,"Youngs 1994",California,0.19497660321606,39.198,-122.7143,150763.466666667,133720.64,5.17829611509287,81.7,1636727.53977968,1.63672753977968,47098.5700667302,34.7511089500325
"Unnamed Spring",0.63333333333333,27,6,21,463,"Youngs 1994",California,-0.19836765376683,41.5417,-120.5667,45047.7333333333,55647.2,4.65367294347066,32.8,1696560.97560976,1.69656097560976,43137.7969762419,39.328873853807
"Unnamed Spring",0.95,30,8.2,21.8,445,"Youngs 1994",California,-0.02227639471115,36.4955,-117.8928,79496,86650.64,4.90034527681205,64.7,1339268.00618238,1.33926800618238,67324.0449438202,19.8928630521229
"Paradise Spring",1.73333333333333,40,18,22,97,"Youngs 1994",California,0.23888208891514,35.1433,-116.8137,217568,159549.866666667,5.33759501949402,93.8,1700958.06680881,1.70095806680881,563529.896907217,3.01839898139223
"Placer Claim Springs",0.15833333333333,40,18,22,238,"Youngs 1994",California,-0.8004276450948,35.5777,-118.5493,19874,14574.2666666667,4.29828528548408,87.2,167136.085626911,0.16713608562691,20979.8319327731,7.96651213234096
"Boron Spring",1.58333333333333,22,0,22,,"Youngs 1994",California,0.1995723549052,34.4228,-119.538,79496,145742.666666667,4.90034527681205,77.4,1882980.18949182,1.88298018949182,#DIV/0!,#DIV/0!
"Warm Spring",0.03333333333333,25,2.8,22.2,729,"Youngs 1994",California,-1.47712125471966,38.2022,-119.1207,2092,3096.16,3.32056168019524,54.7,56602.5594149909,0.05660255941499,1441.97530864198,39.253487265533
"Grapevine Spring",1.91666666666667,37,14.6,22.4,136,"Youngs 1994",California,0.28254658996997,37.0268,-117.3833,216522,179633.066666667,5.33550202998817,50.4,3564148.14814815,3.56414814814815,444441.176470588,8.01939229945318
"White Sulfur Springs",0.56666666666667,36,13.5,22.5,884,"Youngs 1994",California,-0.24667233334139,38.4905,-122.4967,61644.2666666667,53346,4.78989269048865,81.7,652949.816401469,0.65294981640147,20215.3846153846,32.2996484521274
"Jacumba Hot Springs",0.95,38,15.1,22.9,382,"Youngs 1994",California,-0.02227639471115,32.6158,-116.1922,111294.4,91022.92,5.04647331249028,91.9,990456.147986942,0.99045614798694,78427.2251308901,12.6289837022021
"Agua Caliente Springs",0.93333333333333,37,14,23,511,"Youngs 1994",California,-0.02996322337744,32.9483,-116.304,105436.8,89816.5333333333,5.02299221664076,91.9,977328.980776206,0.97732898077621,57600,16.9675170273647
"Soboba Hot Springs",0.66666666666667,40,16.7,23.3,380,"Youngs 1994",California,-0.17609125905568,33.8008,-116.9267,83680,64991.4666666667,4.9226216715232,107.9,602330.552981155,0.60233055298116,55326.3157894737,10.886872628084
"Tecopa Hot Springs",12.6166666666667,42,18.6,23.4,110,"Youngs 1994",California,1.10094462911643,35.8718,-116.2312,1689220.26666667,1235242.32,6.22768628329555,72,17156143.3333333,17.1561433333333,3617083.63636364,4.74308726534754
"High Rock Spring",33.0666666666667,30,6.1,23.9,529,"Youngs 1994",California,1.51939041743452,40.2467,-120.0068,2767018.66666667,3306587.30666667,6.44201208895772,58.9,56139003.5087719,56.1390035087719,1971248.39319471,28.4789089505814
"Unnamed Springs",0.31666666666667,38,14,24,1085,"Youngs 1994",California,-0.49939764943081,38.9858,-122.7358,37098.1333333333,31798.4,4.56935205777062,81.7,389209.302325581,0.38920930232558,9204.05529953917,42.2867192404926
"Unnamed Spring",0.31666666666667,42,18,24,362,"Youngs 1994",California,-0.49939764943081,34.3392,-117.176,42397.8666666667,31798.4,4.62734400474831,93.8,339002.132196162,0.33900213219616,27586.7403314917,12.2885896674488
"Delonegha Hot Springs",0.5,43,18.8,24.2,185,"Youngs 1994",California,-0.30102999566398,35.5733,-118.6128,69036,50626.4,4.83907562007312,87.2,580577.981651376,0.58057798165138,85232.4324324324,6.81170260055204
"Bare Ranch Spring",0.31666666666667,32,6.9,25.1,332,"Youngs 1994",California,-0.49939764943081,41.1667,-120.0333,29148.5333333333,33255.8266666667,4.46461670725061,32.8,1013897.15447154,1.01389715447154,30079.5180722892,33.7072273576617
"Paso Robles Artesian Sp.",6.33333333333333,39,13.8,25.2,337,"Youngs 1994",California,0.80163234623317,35.6625,-120.6917,768461.333333333,667766.4,5.88562201999134,75.3,8868079.6812749,8.8680796812749,592664.6884273,14.9630640300291
"Empire Silver Mine",0.01666666666667,38,12.7,25.3,1107,"Youngs 1994",California,-1.77815125038364,39.0377,-122.4255,1952.53333333333,1764.25333333333,3.29059845681779,81.7,21594.2880456956,0.0215942880457,474.79674796748,45.4811203702151
"Essex Springs",8.33333333333333,33,7.7,25.3,426,"Youngs 1994",California,0.92081875395238,41.4928,-120.6992,801933.333333333,882126.666666667,5.90413826582919,72.3,12200922.0839096,12.2009220839096,616901.408450704,19.7777504099905
"El Encino Springs",0.28333333333333,26,0,26,,"Youngs 1994",California,-0.54770232900537,34.1592,-118.4988,18967.4666666667,30822.1333333333,4.27800932950977,77,400287.445887446,0.40028744588745,#DIV/0!,#DIV/0!
"Hoods Hot Springs",0.31666666666667,38,11.9,26.1,1115,"Youngs 1994",California,-0.49939764943081,38.7958,-123.1625,37098.1333333333,34580.76,4.56935205777062,81.7,423265.11627907,0.42326511627907,8956.41255605381,47.2583317963593
"Eden Hot Springs",1.9,43,16.7,26.3,380,"Youngs 1994",California,0.27875360095283,33.8967,-117.0542,262336.8,209074.48,5.41885921668993,93.8,2228939.01918977,2.22893901918977,157680,14.1358385286007
"Willet Hot Springs",9.46666666666667,42,15.6,26.4,395,"Youngs 1994",California,0.97619708532738,34.582,-119.0472,1267473.06666667,1045665.28,6.1029387395065,77,13580068.5714286,13.5800685714286,755799.493670886,17.9678190911068
"California Hot Springs",8.33333333333333,45,18.1,26.9,273,"Youngs 1994",California,0.92081875395238,35.8795,-118.677,1220333.33333333,937913.333333333,6.08647847416187,87.2,10755886.8501529,10.7558868501529,962637.362637363,11.1733527781269
"Jackson Valley Mud Sps.",0.01666666666667,27,0,27,0,"Youngs 1994",California,-1.77815125038364,39.6578,-123.587,1185.46666666667,1882.8,3.07388934685385,73.3,25686.2210095498,0.02568622100955,#DIV/0!,#DIV/0!
"Gilroy Hot Spring",0.25,41,14,27,541,"Youngs 1994",California,-0.60205999132796,37.1092,-121.4778,32426,28242,4.51089337836553,76.7,368213.820078227,0.36821382007823,14573.0129390018,25.2668285974532
"Warm Springs",1.26666666666667,31,3.4,27.6,543,"Youngs 1994",California,0.10266234189715,38.033,-118.9043,111294.4,146272.64,5.04647331249028,54.7,2674088.48263254,2.67408848263254,73564.6408839779,36.3501874066097
"Warm Sps. at Twain",0.31666666666667,38,10,28,1198,"Youngs 1994",California,-0.49939764943081,40.0187,-121.0358,37098.1333333333,37098.1333333333,4.56935205777062,87.9,422049.298445203,0.4220492984452,8335.89315525876,50.6303632477522
"Paso Robles Mud Bath Sps.",6,42,13.8,28.2,337,"Youngs 1994",California,0.77815125038364,35.657,-120.6945,803328,707932.8,5.90489290456277,75.3,9401498.00796813,9.40149800796813,561471.810089021,16.7443811764611
"Unnamed Spring",12.6666666666667,42,13.8,28.2,337,"Youngs 1994",California,1.10266234189715,35.6492,-120.6868,1695914.66666667,1494524.8,6.22940399607627,75.3,19847606.9057105,19.8476069057105,1185329.3768546,16.7443811764611
"Meadow Hot Spring",0.25,41,12.7,28.3,422,"Youngs 1994",California,-0.60205999132796,35.729,-118.4112,32426,29601.8,4.51089337836553,87.2,339470.183486239,0.33947018348624,18682.4644549763,18.1705247883299
"Stinking Springs",0.95,38,9.6,28.4,1250,"Youngs 1994",California,-0.02227639471115,40.2228,-122.7495,111294.4,112884.32,5.04647331249028,88.3,1278418.1200453,1.2784181200453,23967.36,53.3399640196208
"Crabtree Hot Springs",1.26666666666667,41,12.4,28.6,1124,"Youngs 1994",California,0.10266234189715,39.2908,-122.8217,164291.733333333,151572.373333333,5.21561571159064,88.3,1716561.41940355,1.71656141940355,35538.7900355872,48.3010653340941
"Orrs Hot Springs",1.9,40,11.3,28.7,1203,"Youngs 1994",California,0.27875360095283,39.2298,-123.3649,238488,228153.52,5.37746653153171,92.1,2477236.91639522,2.47723691639522,49807.4812967581,49.7362414621127
"Soda Springs",0.13333333333333,38,9.1,28.9,576,"Youngs 1994",California,-0.8750612633917,36.2105,-118.1758,15620.2666666667,16122.3466666667,4.19368844380974,87.2,184889.296636086,0.18488929663609,7300,25.3273009090528
"De Luz Warm Springs",0.31666666666667,29,0,29,,"Youngs 1994",California,-0.49939764943081,33.4358,-117.325,25173.7333333333,38423.0666666667,4.40094762738123,107.9,356098.856966327,0.35609885696633,#DIV/0!,#DIV/0!
"Nevares Springs",22.0833333333333,40,10.9,29.1,244,"Youngs 1994",California,1.34406462788918,36.5122,-116.79,2771900,2688743,6.44277755846806,64.7,41557078.8253478,41.5570788253478,2854180.32786885,14.5600747155235
"Gilman Hot Springs",1.26666666666667,47,16.7,30.3,380,"Youngs 1994",California,0.10266234189715,33.835,-116.9867,196090.133333333,160581.92,5.29245574182336,107.9,1488247.63670065,1.48824763670065,105120,14.157606894032
"Blaney Meadows Hot Sps.",2.5,43,12.3,30.7,755,"Youngs 1994",California,0.39794000867204,37.2337,-118.8813,345180,321122,5.53804562440914,81.8,3925696.82151589,3.92569682151589,104423.841059603,37.5938749396816
"Paraiso Springs",0.95,43,11.6,31.4,691,"Youngs 1994",California,-0.02227639471115,36.3313,-121.3675,131168.4,124808.72,5.11782922102595,75.3,1657486.32138114,1.65748632138114,43356.2952243126,38.2294269564731
"Whitmore Hot Springs",26,37,5.1,31.9,662,"Youngs 1994",California,1.41497334797082,37.6308,-118.8117,2937168,3470209.6,6.46792878798902,81.8,42423100.2444988,42.4231002444988,1238574.01812689,34.251566417206
"Miracle Hot Springs",0.81666666666667,50,18,32,238,"Youngs 1994",California,-0.08795517035513,35.5762,-118.533,136677.333333333,109341.866666667,5.13569649683205,87.2,1253920.48929664,1.25392048929664,108211.764705882,11.5876540106778
"Little Caliente Spring",0.95,32,0,32,,"Youngs 1994",California,-0.02227639471115,34.5405,-119.6195,87445.6,127193.6,4.94173796197027,77.4,1643328.16537468,1.64332816537468,#DIV/0!,#DIV/0!
"Rocky Point Springs",0.13333333333333,32,0,32,,"Youngs 1994",California,-0.8750612633917,37.8858,-122.6287,12273.0666666667,17851.7333333333,4.08895309328972,79.3,225116.435477091,0.22511643547709,#DIV/0!,#DIV/0!
"Zamboni Hot Springs",1.58333333333333,40,8,32,472,"Youngs 1994",California,0.1995723549052,39.9195,-120.0233,198740,211989.333333333,5.29828528548408,58.9,3599139.78494624,3.59913978494624,105788.13559322,34.0221496934756
"Howard Hot Springs",0.91666666666667,46.3,13.9,32.4,1130,"Youngs 1994",California,-0.0377885608894,38.8583,-122.6733,139222.6,124264.8,5.14370974000593,81.7,1520988.98408813,1.52098898408813,25582.3008849558,59.4547375127848
"Indian Valley Hot Sps.",0.5,41,8.4,32.6,1128,"Youngs 1994",California,-0.30102999566398,40.1413,-120.9337,64852,68199.2,4.81192337402951,87.9,775872.582480091,0.77587258248009,13978.7234042553,55.5038224909654
"San Juan Hot Springs",0.95,49,16.3,32.7,294,"Youngs 1994",California,-0.02227639471115,33.589,-117.5003,155017.2,129975.96,5.19037988817457,107.9,1204596.47822057,1.20459647822057,101902.040816327,11.821122212771
"Waterman Hot Spring",0.31666666666667,51,17.8,33.2,300,"Youngs 1994",California,-0.49939764943081,34.1892,-117.271,54322.2666666667,43987.7866666667,4.73497788314814,93.8,468952.949538024,0.46895294953802,33288,14.0877478231803
"Jordan Hot Spring",4.75,43,9.8,33.2,631,"Youngs 1994",California,0.67669360962487,36.2292,-118.3017,655842,659816.8,5.81679922536197,87.2,7566706.42201835,7.56670642201835,237394.611727417,31.8739602679216
"Mono Hot Springs",3.33333333333333,43,9.7,33.3,885,"Youngs 1994",California,0.52287874528034,37.3267,-119.0167,460240,464424,5.66298436101744,81.8,5677555.01222494,5.67755501222494,118779.661016949,47.7990504739257
